iso3,country,g_whoregion,year,e_pop_num,e_inc_100k,e_inc_num,e_inc_num_lo,e_inc_num_hi,e_tbhiv_prct,e_mort_100k,e_mort_num,cfr_pct,c_cdr,c_newinc,newinc_rdx,notif_foreign,c_new_tsr,newrel_coh,mdr_coh,mdr_succ,budget_lab,budget_tot,budget_staff,cf_tot,cf_tot_domestic,cf_tot_gf,cf_tot_usaid,diagnostic_gap_num,diagnostic_gap_pct,case_detection_rate,rdx_coverage_pct,budget_lab_per100k,budget_tot_per100k,lab_budget_share_pct,donor_dependency_pct,treatment_success_pct,hiv_tb_burden_pct,lfa_priority_score
BIH,Bosnia and Herzegovina,EUR,2021,3244909,23.0,750.0,610.0,900.0,0.2,1.6,50.0,7.0,48.0,362.0,1.0,10.0,46.0,361.0,0.0,0.0,,73239.0,,73239.0,73239.0,,,388.0,0.5173333333333333,48.0,0.27624309392265195,,2257.0432637710333,,0.0,46.0,0.2,0.5671226994994526
BWA,Botswana,AFR,2021,2401443,241.0,5800.0,3500.0,11000.0,48.0,91.0,2200.0,38.0,41.0,2350.0,1325.0,89.0,76.0,2800.0,49.0,32.0,,,,,,,,3450.0,0.5948275862068966,41.0,56.38297872340426,,,,,76.0,48.0,0.5984887660622356
BRA,Brazil,AMR,2021,209550290,47.0,98000.0,80000.0,118000.0,12.0,3.6,7500.0,8.0,82.0,79904.0,32531.0,539.0,65.0,78023.0,599.0,336.0,4087862.0,27619345.0,656254.0,27619345.0,27602345.0,0.0,0.0,18096.0,0.1846530612244898,82.0,40.71260512615138,1950.7784980874997,13180.294334119031,14.80072029224444,0.0,65.0,12.0,0.3318378997553787
VGB,British Virgin Islands,AMR,2021,37805,1.2,0.0,0.0,1.0,,0.03,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.3005787781350473
BRN,Brunei Darussalam,WPR,2021,451723,66.0,300.0,240.0,360.0,1.7,5.4,24.0,8.0,79.0,235.0,,71.0,70.0,229.0,0.0,0.0,,,,,,,,65.0,0.21666666666666667,79.0,,,,,,70.0,1.7,0.4392930163478823
BGR,Bulgaria,EUR,2021,6877224,13.0,900.0,730.0,1100.0,0.0,0.86,59.0,7.0,75.0,673.0,2.0,1.0,79.0,671.0,4.0,2.0,410061.0,4950315.0,4175826.0,4950315.0,4950315.0,0.0,0.0,227.0,0.25222222222222224,75.0,0.2971768202080238,5962.594791154105,71981.29652313201,8.283533472112381,0.0,79.0,0.0,0.4277502390322019
BFA,Burkina Faso,AFR,2021,21995233,61.0,13000.0,8200.0,26000.0,5.8,14.0,3100.0,26.0,52.0,6882.0,3042.0,,82.0,6782.0,73.0,44.0,1241134.0,4785799.0,370499.0,1723944.0,160000.0,1563944.0,0.0,6118.0,0.4706153846153846,52.0,44.20226678291194,5642.740861167508,21758.346456252588,25.93368421866443,90.71895606817854,82.0,5.8,0.471569708847362
BDI,Burundi,AFR,2021,12965488,93.0,12000.0,7400.0,23000.0,5.9,20.0,2600.0,22.0,56.0,6788.0,3387.0,0.0,95.0,6788.0,46.0,42.0,5214176.0,9744663.0,2452721.0,1762654.0,361478.0,1021786.0,0.0,5212.0,0.43433333333333335,56.0,49.896876841484975,40215.809848422214,75158.47455953837,53.50801767080093,57.96860870028945,95.0,5.9,0.4401075331484929
CPV,Cabo Verde,AFR,2021,516640,49.0,260.0,210.0,310.0,8.1,5.6,29.0,11.0,71.0,182.0,85.0,6.0,92.0,182.0,1.0,1.0,11000.0,86300.0,21600.0,86300.0,65300.0,21000.0,,78.0,0.3,71.0,46.7032967032967,2129.1421492722206,16704.087952926602,12.746234067207416,24.33371958285052,92.0,8.1,0.37793944971665705
KHM,Cambodia,WPR,2021,16974300,279.0,47000.0,36000.0,63000.0,1.7,19.0,3300.0,7.0,46.0,21589.0,,,95.0,21648.0,65.0,54.0,4400000.0,34450000.0,8700000.0,17440639.0,6300000.0,7892639.0,1500000.0,25411.0,0.5406595744680851,46.0,,25921.54021078925,202953.87733220222,12.772133526850508,53.85490176134028,95.0,1.7,0.6895869945393052
CMR,Cameroon,AFR,2021,26915765,150.0,40000.0,25000.0,77000.0,20.0,37.0,10000.0,25.0,55.0,22409.0,5150.0,138.0,88.0,22409.0,107.0,87.0,1203941.0,7659928.0,459206.0,7659928.0,567836.0,6042092.0,,17591.0,0.439775,55.0,22.98183765451381,4472.995658863867,28458.89017087198,15.717393166097645,78.87922706323089,88.0,20.0,0.5422332076180917
CAN,Canada,AMR,2021,38454059,5.4,2100.0,1700.0,2500.0,2.8,0.33,130.0,6.0,91.0,1904.0,,1152.0,,,,,,,,,,,,196.0,0.09333333333333334,91.0,,,,,,,2.8,0.34889505745029536
CYM,Cayman Islands,AMR,2021,70113,2.9,2.0,2.0,2.0,,0.09,0.0,,100.0,2.0,,,100.0,2.0,0.0,0.0,,,,,,,,0.0,0.0,100.0,,,,,,100.0,,0.3013987138263643
CAF,Central African Republic,AFR,2021,5112092,446.0,23000.0,14000.0,43000.0,28.0,111.0,5700.0,27.0,58.0,13216.0,2598.0,0.0,83.0,13216.0,100.0,69.0,558510.0,3754547.0,482078.0,3694664.0,1209240.0,2410763.0,47945.0,9784.0,0.42539130434782607,58.0,19.657990314769975,10925.27286285145,73444.43331614533,14.87556288415087,66.54753991161307,83.0,28.0,0.681244032665317
TCD,Chad,AFR,2021,17828275,127.0,23000.0,14000.0,43000.0,14.0,27.0,4800.0,22.0,60.0,13643.0,,0.0,82.0,13643.0,128.0,79.0,1564250.0,4859473.0,1163598.0,2375141.0,525840.0,1641894.0,0.0,9357.0,0.4068260869565217,60.0,,8773.984022570889,27257.112648307255,32.189704521457365,69.12827491083688,82.0,14.0,0.558583384705955
CHL,Chile,AMR,2021,19456337,17.0,3200.0,2600.0,3900.0,9.5,2.0,390.0,12.0,82.0,2631.0,1714.0,683.0,74.0,2309.0,57.0,31.0,,3144022.0,,,,,,569.0,0.1778125,82.0,65.14633219308247,,16159.372650669035,,,74.0,9.5,0.2660964010364424
CHN,China,WPR,2021,1426437266,55.0,781000.0,635000.0,941000.0,1.3,2.1,31000.0,4.0,75.0,585340.0,332535.0,423.0,94.0,570910.0,12803.0,8436.0,3875000.0,901144676.0,158697868.0,792366077.0,792175512.0,,,195660.0,0.2505249679897567,75.0,56.81057163358048,271.6558303938759,63174.50458420651,0.43000864380626935,0.0,94.0,1.3,0.33702151547967923
HKG,"China, Hong Kong SAR",WPR,2021,7484591,76.0,5700.0,4600.0,6900.0,1.0,2.1,160.0,3.0,65.0,3711.0,,410.0,74.0,3662.0,27.0,25.0,,,,,,,,1989.0,0.3489473684210526,65.0,,,,,,74.0,1.0,0.5097234590246058
MAC,"China, Macao SAR",WPR,2021,694395,75.0,520.0,420.0,630.0,1.3,13.0,90.0,17.0,65.0,338.0,277.0,53.0,82.0,333.0,2.0,0.0,,,,,,,,182.0,0.35,65.0,81.95266272189349,,,,,82.0,1.3,0.34585789240799275
COL,Colombia,AMR,2021,51188174,41.0,21000.0,17000.0,25000.0,14.0,4.3,2200.0,11.0,65.0,13659.0,5284.0,879.0,73.0,13141.0,195.0,112.0,400000.0,4248600.0,1827500.0,3631600.0,3631600.0,0.0,0.0,7341.0,0.3495714285714286,65.0,38.685116040705765,781.4304921289046,8299.963972147161,9.414866073530105,0.0,73.0,14.0,0.4153858969803364
COM,Comoros,AFR,2021,818172,32.0,260.0,160.0,500.0,2.4,7.4,61.0,31.0,51.0,134.0,90.0,0.0,,,0.0,0.0,,,,,,,,126.0,0.4846153846153846,51.0,67.16417910447761,,,,,,2.4,0.4214605345762893
COG,Congo,AFR,2021,5892187,297.0,18000.0,11000.0,33000.0,30.0,60.0,3500.0,20.0,68.0,11979.0,4847.0,,78.0,11979.0,133.0,88.0,954458.0,1821321.0,186911.0,1821321.0,1045318.0,776003.0,,6021.0,0.3345,68.0,40.46247599966608,16198.70516668938,30910.780665990405,52.40471064683271,42.60660257033219,78.0,30.0,0.5200195871915387
COK,Cook Islands,WPR,2021,15178,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,0.30000000000000004
CRI,Costa Rica,AMR,2021,5059985,9.8,500.0,400.0,610.0,12.0,1.1,55.0,11.0,70.0,350.0,132.0,81.0,83.0,360.0,0.0,0.0,,,,,,,,150.0,0.3,70.0,37.714285714285715,,,,,83.0,12.0,0.3780891890262271
CIV,Côte d'Ivoire,AFR,2021,29639740,112.0,33000.0,20000.0,63000.0,13.0,23.0,6800.0,21.0,62.0,20729.0,7100.0,,85.0,20659.0,446.0,335.0,10548959.0,45892654.0,8812360.0,8029282.0,3366944.0,4538750.0,0.0,12271.0,0.3718484848484849,62.0,34.2515316706064,35590.592225167966,154834.87372021482,22.986160268700086,56.52747032673656,85.0,13.0,0.45191438668130507
HRV,Croatia,EUR,2021,3924604,4.9,190.0,160.0,230.0,0.95,0.58,23.0,12.0,79.0,154.0,0.0,0.0,46.0,170.0,,,,,,,,,,36.0,0.18947368421052632,79.0,0.0,,,,,46.0,0.95,0.39633665290480613
CUB,Cuba,AMR,2021,11122166,5.4,600.0,490.0,730.0,5.3,0.55,61.0,10.0,84.0,509.0,48.0,1.0,81.0,500.0,3.0,2.0,,,,,,,,91.0,0.15166666666666667,84.0,9.430255402750491,,,,,81.0,5.3,0.3589661440465971
CUW,Curaçao,AMR,2021,185313,3.2,6.0,5.0,7.0,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30154340836012616
CYP,Cyprus,EUR,2021,1317303,4.5,59.0,48.0,71.0,4.6,0.22,3.0,5.0,81.0,48.0,21.0,46.0,51.0,45.0,,,,,,,,,,11.0,0.1864406779661017,81.0,43.75,,,,,51.0,4.6,0.3071394460221464
CZE,Czechia,EUR,2021,10530678,4.0,420.0,340.0,500.0,0.74,0.35,37.0,9.0,84.0,352.0,264.0,132.0,68.0,342.0,11.0,5.0,,,,,,,,68.0,0.1619047619047619,84.0,75.0,,,,,68.0,0.74,0.23222920426021915
PRK,Democratic People's Republic of Korea,SEA,2021,26232533,,,,,,,,,,87413.0,,0.0,88.0,87413.0,815.0,648.0,1304737.0,46549372.0,2666600.0,14499448.0,6102100.0,8397348.0,0.0,,,,,4973.736238128434,177449.01721842872,2.802909994145571,57.914949589805076,88.0,,0.29748066419817204
COD,Democratic Republic of the Congo,AFR,2021,99148925,401.0,397000.0,243000.0,763000.0,8.0,92.0,91000.0,26.0,54.0,214408.0,20148.0,,95.0,214408.0,1125.0,1075.0,11873032.0,57194960.0,4923455.0,35004478.0,719985.0,29390839.0,4120000.0,182592.0,0.4599294710327456,54.0,9.397037423976718,11974.947786877165,57685.91036161008,20.75887805498946,95.73300593141255,95.0,8.0,0.6966599716858739
DNK,Denmark,EUR,2021,5856781,4.0,230.0,190.0,280.0,2.2,0.17,10.0,4.0,82.0,191.0,183.0,147.0,20.0,199.0,,,,,,,,,,39.0,0.16956521739130434,82.0,95.81151832460733,,,,,20.0,2.2,0.19440552556655727
DJI,Djibouti,EMR,2021,1121254,392.0,4400.0,3600.0,5300.0,2.7,107.0,1200.0,28.0,41.0,1799.0,,,82.0,1792.0,,,,,,,,,,2601.0,0.5911363636363637,41.0,,,,,,82.0,2.7,0.782253568952847
DMA,Dominica,AMR,2021,67206,0.0,0.0,0.0,0.0,,2.8,2.0,,,0.0,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.30000000000000004
DOM,Dominican Republic,AMR,2021,11123481,47.0,5300.0,4300.0,6300.0,24.0,6.4,710.0,14.0,64.0,3374.0,2545.0,398.0,82.0,3175.0,177.0,121.0,1500000.0,36167724.0,12563670.0,26521882.0,25979882.0,500000.0,42000.0,1926.0,0.36339622641509434,64.0,75.42975696502667,13484.987298490463,325147.5325035391,4.14734419008506,2.043595548762339,82.0,24.0,0.345212489121757
ECU,Ecuador,AMR,2021,17682453,41.0,7200.0,5800.0,8600.0,13.0,4.9,870.0,12.0,78.0,5595.0,,67.0,69.0,5473.0,271.0,146.0,0.0,592095.0,0.0,592095.0,592095.0,0.0,0.0,1605.0,0.22291666666666668,78.0,,0.0,3348.4890359951755,0.0,0.0,69.0,13.0,0.4303349525417127
EGY,Egypt,EMR,2021,110957005,11.0,12000.0,9500.0,15000.0,0.83,0.47,520.0,4.0,56.0,6761.0,6037.0,584.0,88.0,6725.0,76.0,57.0,,,,,,,,5239.0,0.4365833333333333,56.0,89.29152492234877,,,,,88.0,0.83,0.3432547575193877
SLV,El Salvador,AMR,2021,6255785,39.0,2400.0,2000.0,3000.0,6.6,1.8,110.0,5.0,79.0,1936.0,728.0,3.0,88.0,1936.0,42.0,38.0,869525.0,6901734.0,4313181.0,6901734.0,5228929.0,1672805.0,0.0,464.0,0.19333333333333333,79.0,37.603305785123965,13899.534590782772,110325.62660001902,12.598645499812076,24.237459745623347,88.0,6.6,0.33245075674599706
GNQ,Equatorial Guinea,AFR,2021,1758790,211.0,3700.0,2300.0,7200.0,40.0,67.0,1200.0,36.0,49.0,1807.0,70.0,22.0,59.0,1887.0,36.0,23.0,482952.0,1512621.0,65895.0,1021821.0,782458.0,0.0,0.0,1893.0,0.5116216216216216,49.0,3.87382401770891,27459.33283677983,86003.50240790544,31.92815649128235,0.0,59.0,40.0,0.6338610236198524
ERI,Eritrea,AFR,2021,3350177,111.0,3700.0,3000.0,4500.0,2.6,29.0,980.0,27.0,43.0,1603.0,1149.0,0.0,93.0,1586.0,26.0,20.0,1987694.0,4534086.0,144000.0,1597303.0,,1597303.0,,2097.0,0.5667567567567567,43.0,71.67810355583282,59331.01445087827,135338.70001495443,43.838912627594624,100.0,93.0,2.6,0.46122244597462303
EST,Estonia,EUR,2021,1331751,10.0,140.0,110.0,160.0,12.0,1.3,17.0,13.0,79.0,107.0,87.0,19.0,84.0,86.0,19.0,17.0,,194000.0,,,,,,33.0,0.2357142857142857,79.0,81.30841121495327,,14567.287728712048,,,84.0,12.0,0.2591135998301666
SWZ,Eswatini,AFR,2021,1206593,334.0,4000.0,2300.0,6000.0,62.0,88.0,1100.0,28.0,48.0,1934.0,1763.0,0.0,79.0,1822.0,77.0,65.0,1487071.0,10413562.0,2307172.0,9653831.0,1326665.0,3627155.0,4507644.0,2066.0,0.5165,48.0,91.15822130299897,123245.45227761142,863055.0649639107,14.28013776650103,84.26498247172547,79.0,62.0,0.4725181835907835
ETH,Ethiopia,AFR,2021,122138583,151.0,184000.0,89000.0,313000.0,5.2,19.0,23000.0,14.0,57.0,104606.0,,,87.0,101547.0,514.0,401.0,23347619.0,113310460.0,4878388.0,48078415.0,13257323.0,19894539.0,12500000.0,79394.0,0.4314891304347826,57.0,,19115.678622209005,92772.04403132793,20.604998867712656,67.3785502288293,87.0,5.2,0.5771527269501959
FJI,Fiji,WPR,2021,916716,63.0,580.0,470.0,700.0,8.1,6.3,58.0,10.0,59.0,342.0,138.0,9.0,56.0,290.0,4.0,3.0,50000.0,583500.0,500000.0,281000.0,271000.0,,,238.0,0.4103448275862069,59.0,40.35087719298246,5454.251916624124,63651.11986700352,8.56898029134533,0.0,56.0,8.1,0.45044019044220945
FIN,Finland,EUR,2021,5541087,3.6,200.0,160.0,240.0,1.5,0.45,25.0,13.0,86.0,170.0,105.0,70.0,7.0,167.0,,,,,,,,,,30.0,0.15,86.0,61.76470588235294,,,,,7.0,1.5,0.2526024588172503
FRA,France,EUR,2021,66083549,7.4,4900.0,4700.0,5100.0,5.3,0.54,360.0,7.0,83.0,4042.0,0.0,2610.0,37.0,3942.0,43.0,0.0,,,,,,,,858.0,0.17510204081632652,83.0,0.0,,,,,37.0,5.3,0.3904145332459166
PYF,French Polynesia,WPR,2021,279790,19.0,52.0,43.0,63.0,0.0,3.2,9.0,17.0,65.0,34.0,33.0,0.0,,,5.0,2.0,,,,,,,,18.0,0.34615384615384615,65.0,97.05882352941177,,,,,,0.0,0.28672834664039504
GAB,Gabon,AFR,2021,2376719,401.0,9500.0,5800.0,18000.0,30.0,110.0,2600.0,28.0,53.0,5073.0,2665.0,0.0,57.0,3245.0,63.0,33.0,,356324.0,,356324.0,,356324.0,,4427.0,0.466,53.0,52.53301793810368,,14992.26454620845,,100.0,57.0,30.0,0.6194644566386152
GMB,Gambia,AFR,2021,2576012,149.0,3800.0,2800.0,5100.0,13.0,33.0,840.0,22.0,59.0,2254.0,,0.0,84.0,2254.0,12.0,11.0,,,,,,,,1546.0,0.4068421052631579,59.0,,,,,,84.0,13.0,0.5736465288340664
GEO,Georgia,EUR,2021,3788451,63.0,2400.0,2000.0,2900.0,3.0,2.4,89.0,4.0,62.0,1501.0,1403.0,,87.0,1343.0,140.0,107.0,2625782.0,11737477.0,958347.0,10123811.0,4970055.0,3619143.0,0.0,899.0,0.3745833333333333,62.0,93.47101932045304,69310.17452779513,309822.58976030047,22.37092349573933,35.74882028121623,87.0,3.0,0.2941184676269284
DEU,Germany,EUR,2021,83697078,5.0,4200.0,3800.0,4600.0,2.6,0.36,300.0,7.0,91.0,3792.0,3267.0,2782.0,67.0,3738.0,91.0,45.0,,,,,,,,408.0,0.09714285714285714,91.0,86.15506329113924,,,,,67.0,2.6,0.1782814152672786
GHA,Ghana,AFR,2021,32518663,136.0,44000.0,21000.0,77000.0,14.0,47.0,15000.0,38.0,30.0,13401.0,12525.0,,87.0,13110.0,200.0,145.0,2488054.0,8259686.0,1564520.0,6553048.0,1037575.0,5365473.0,150000.0,30599.0,0.6954318181818182,30.0,93.4631743899709,7651.157121681171,25399.832705299108,30.122864234790523,84.16652830865881,87.0,14.0,0.5197064691283814
GRC,Greece,EUR,2021,10579554,2.3,240.0,200.0,290.0,3.6,0.34,36.0,15.0,81.0,195.0,91.0,148.0,,,,,,,,,,,,45.0,0.1875,81.0,46.666666666666664,,,,,,3.6,0.30077041164591445
GRL,Greenland,EUR,2021,56037,76.0,43.0,35.0,51.0,13.0,9.6,5.0,13.0,80.0,34.0,32.0,0.0,,,,,,1400000.0,,,,,,9.0,0.20930232558139536,80.0,94.11764705882354,,2498349.3049235325,,,,13.0,0.25222837933338776
GRD,Grenada,AMR,2021,116687,1.7,2.0,2.0,2.0,,0.84,1.0,,100.0,2.0,0.0,0.0,50.0,2.0,0.0,0.0,,,,,,,,0.0,0.0,100.0,0.0,,,,,50.0,,0.30081993569131704
GUM,Guam,WPR,2021,163717,55.0,89.0,73.0,110.0,1.8,9.4,15.0,17.0,65.0,58.0,39.0,32.0,79.0,58.0,1.0,1.0,,1073638.0,,,,,,31.0,0.34831460674157305,65.0,67.24137931034483,,655788.9528882157,,,79.0,1.8,0.3647982520791583
GTM,Guatemala,AMR,2021,17598650,20.0,3500.0,2800.0,4200.0,8.9,1.7,300.0,9.0,89.0,3089.0,971.0,9.0,87.0,2977.0,64.0,41.0,1866796.0,5607739.0,693560.0,5607739.0,2849233.0,2758506.0,0.0,411.0,0.11742857142857142,89.0,31.434121074781483,10607.60910638032,31864.5975685635,33.28963776666496,49.19105543250141,87.0,8.9,0.29964608781807894
GIN,Guinea,AFR,2021,13710514,179.0,25000.0,15000.0,47000.0,20.0,27.0,3700.0,15.0,77.0,18754.0,5801.0,,89.0,18754.0,315.0,233.0,85680.0,2479804.0,82300.0,2479804.0,481193.0,1791582.0,0.0,6246.0,0.24984,77.0,30.932067825530552,624.921866532502,18086.87843504627,3.45511177496286,72.2469195146068,89.0,20.0,0.44806693423393046
GNB,Guinea-Bissau,AFR,2021,2058838,183.0,3800.0,2300.0,7100.0,29.0,39.0,790.0,21.0,66.0,2490.0,1951.0,0.0,75.0,2490.0,39.0,0.0,,,,,,,,1310.0,0.3447368421052632,66.0,78.35341365461848,,,,,75.0,29.0,0.40253605300635675
GUY,Guyana,AMR,2021,815477,66.0,540.0,440.0,650.0,20.0,18.0,150.0,28.0,77.0,414.0,268.0,11.0,67.0,402.0,6.0,3.0,150343.0,1551382.0,532000.0,1153168.0,905216.0,247952.0,0.0,126.0,0.23333333333333334,77.0,64.73429951690821,18436.203596177453,190242.275379931,9.690907848614977,21.501810664187698,67.0,20.0,0.3087521378815681
HTI,Haiti,AMR,2021,11374584,209.0,24000.0,19000.0,29000.0,14.0,23.0,2600.0,11.0,44.0,10407.0,2380.0,0.0,82.0,9778.0,66.0,57.0,1185231.0,10036315.0,2139819.0,6743644.0,362729.0,6159270.0,,13593.0,0.566375,44.0,22.86922263860863,10419.994260889014,88234.56752352438,11.809424076466312,91.33444766657314,82.0,14.0,0.6306925415511592
HND,Honduras,AMR,2021,10289877,38.0,3900.0,3200.0,4700.0,5.7,5.9,610.0,16.0,53.0,2063.0,1004.0,0.0,85.0,2063.0,11.0,8.0,444347.0,3376260.0,687054.0,3376260.0,2163270.0,1212990.0,0.0,1837.0,0.47102564102564104,53.0,48.66698982064954,4318.292628765144,32811.47092428802,13.160923625550165,35.92703168594836,85.0,5.7,0.45242136003759026
HUN,Hungary,EUR,2021,9707853,4.1,400.0,330.0,480.0,1.1,0.59,58.0,15.0,78.0,314.0,0.0,29.0,64.0,305.0,12.0,8.0,,,,,,,,86.0,0.215,78.0,0.0,,,,,64.0,1.1,0.4086110938130749
ISL,Iceland,EUR,2021,372640,1.9,7.0,6.0,8.0,,0.56,2.0,,100.0,7.0,6.0,5.0,57.0,7.0,,,,,,,,,,0.0,0.0,100.0,85.71428571428571,,,,,57.0,,0.12948782728696778
IND,India,SEA,2021,1414203891,196.0,2770000.0,2400000.0,3210000.0,1.8,23.0,332000.0,12.0,71.0,1965444.0,432398.0,,87.0,1905759.0,31506.0,22992.0,111755426.0,544258912.0,99297023.0,544258912.0,358185153.0,159648385.0,18984000.0,804556.0,0.2904534296028881,71.0,22.000016281308447,7902.355997689728,38485.17992799102,20.53350409813776,32.82121451049386,87.0,1.8,0.49058722382383996
IDN,Indonesia,WPR,2021,276758054,330.0,915000.0,804000.0,1030000.0,2.3,50.0,137000.0,15.0,47.0,432577.0,214160.0,28.0,87.0,391245.0,4774.0,2732.0,204150835.0,515382378.0,16819238.0,175637305.0,102845275.0,63051851.0,9740179.0,482423.0,0.5272382513661202,47.0,49.50794887384211,73765.09266826973,186221.27542492404,39.61152800610501,41.4445154461918,87.0,2.3,0.5842785000809445
IRN,Iran (Islamic Republic of),EMR,2021,88455483,12.0,11000.0,8800.0,13000.0,2.1,1.1,980.0,9.0,57.0,6199.0,,1253.0,83.0,6191.0,33.0,24.0,,1835571.0,,1835571.0,1835571.0,,,4801.0,0.43645454545454543,57.0,,,2075.1353536784145,,0.0,83.0,2.1,0.5222562475195365
